No,Time,열차번호,Speed,Next Station code,Distance,PBR,ATO PWM,M1(Car2) APB,Tc1 BC pressure,Car2_VVVF-Load Weight,Car2_VVVF-Iq REAL,Car2_VVVF-Iq REF,Car2_VVVF-PWM노치,Car2_VVVF-BECU Brake Command,Car2_VVVF-P_watt,Car2_VVVF-B_watt,Car2_VVVF-MR,Car2_VVVF-PBR,Car2_VVVF-Actual PB,Car2_VVVF-V Line,Car2_VVVF-I Line,Car2_VVVF-V FC,Car2_VVVF_P_Watt(1=1kwh),Car2_VVVF_B_Watt(1=1kwh),Car2_VVVF-VVVF1 SDR Speed from BECU,Car2_VVVF-VVVF1 SDR 평균차륜경,Car2_VVVF-VVVF1 SDR WatchDog,Car2_BECU-PWM,Car2_BECU-ASP,Car2_BECU-LW,Car2_BECU-BED,Car2_BECU-BEA,Car2_BECU-ABRC,Car2_BECU-ACP,Car2_BECU-BCP,Car1_BECU-PWM,Car1_BECU-ASP,Car1_BECU-LW,Car1_BECU-BED,Car1_BECU-BEA,Car1_BECU-ABRC,Car1_BECU-ACP,Car1_BECU-BCP
291,22:27:11,2320,52．0 km/h,교대(124),975．0 m,-70．0 %,68．2 %,-48．0 kN,33．0 kPa,45．0 %,140．6 A,132．8 A,70．0 %,43．0 %,0．5 kWh,0．0 kWh,79．0 %,42．0 kN,-48．0 kN,1659．0 V,362．5 A,1666．2 V,1406506．0 kWh,887865．0 kWh,52．0 km/h,160．0 mm,37．0,63．6 %,272．0 kPa,45．2 %,43．2 %,46．8 %,38．8 %,0．0 kPa,0．0 kPa,58．4 %,292．0 kPa,39．2 %,10．0 %,10．0 %,39．2 %,63．0 kPa,33．0 kPa
292,22:27:12,2320,49．0 km/h,교대(124),990．0 m,-51．0 %,49．8 %,-52．0 kN,21．0 kPa,45．0 %,148．4 A,148．4 A,50．0 %,34．0 %,0．5 kWh,0．1 kWh,78．0 %,45．0 kN,-52．0 kN,1653．0 V,375．2 A,1667．0 V,1406506．0 kWh,887865．0 kWh,50．0 km/h,160．0 mm,41．0,51．2 %,272．0 kPa,45．2 %,34．8 %,52．0 %,53．2 %,0．0 kPa,0．0 kPa,51．6 %,292．0 kPa,39．2 %,10．0 %,10．0 %,51．6 %,15．0 kPa,21．0 kPa
293,22:27:13,2320,48．0 km/h,교대(124),1003．0 m,-43．0 %,41．2 %,-32．0 kN,0．0 kPa,45．0 %,93．8 A,101．6 A,43．0 %,29．0 %,0．5 kWh,0．1 kWh,60．0 %,27．0 kN,-32．0 kN,1637．0 V,218．5 A,1648．0 V,1406506．0 kWh,887866．0 kWh,48．0 km/h,160．0 mm,46．0,43．2 %,272．0 kPa,45．2 %,29．2 %,33．2 %,29．6 %,0．0 kPa,0．0 kPa,45．2 %,292．0 kPa,39．2 %,10．0 %,10．0 %,29．6 %,0．0 kPa,0．0 kPa
294,22:27:14,2320,45．0 km/h,교대(124),1020．0 m,-52．0 %,50．6 %,-44．0 kN,0．0 kPa,45．0 %,125．0 A,125．0 A,52．0 %,35．0 %,0．5 kWh,0．1 kWh,66．0 %,36．0 kN,-44．0 kN,1647．2 V,287．7 A,1659．5 V,1406506．0 kWh,887866．0 kWh,46．0 km/h,160．0 mm,52．0,52．4 %,272．0 kPa,45．2 %,35．6 %,43．2 %,39．6 %,0．0 kPa,0．0 kPa,52．4 %,292．0 kPa,39．2 %,10．0 %,10．0 %,32．4 %,48．0 kPa,0．0 kPa
295,22:27:15,2320,43．0 km/h,교대(124),1034．0 m,-63．0 %,62．0 %,-52．0 kN,0．0 kPa,45．0 %,148．4 A,140．6 A,63．0 %,43．0 %,0．5 kWh,0．1 kWh,67．0 %,47．0 kN,-52．0 kN,1656．7 V,325．7 A,1672．0 V,1406506．0 kWh,887866．0 kWh,43．0 km/h,160．0 mm,57．0,63．2 %,272．0 kPa,45．2 %,43．2 %,49．2 %,42．4 %,0．0 kPa,0．0 kPa,63．6 %,292．0 kPa,39．2 %,10．0 %,10．0 %,42．8 %,0．0 kPa,0．0 kPa
296,22:27:16,2320,41．0 km/h,교대(124),1044．0 m,-89．0 %,87．5 %,-64．0 kN,33．0 kPa,45．0 %,171．9 A,164．1 A,89．0 %,61．0 %,0．5 kWh,0．1 kWh,67．0 %,61．0 kN,-64．0 kN,1663．2 V,382．0 A,1680．0 V,1406506．0 kWh,887866．0 kWh,41．0 km/h,160．0 mm,61．0,89．6 %,272．0 kPa,45．2 %,61．2 %,54．4 %,36．0 %,0．0 kPa,0．0 kPa,89．6 %,292．0 kPa,39．2 %,10．0 %,10．0 %,30．4 %,159．0 kPa,33．0 kPa
297,22:27:17,2320,37．0 km/h,교대(124),1060．0 m,-78．0 %,76．9 %,-72．0 kN,21．0 kPa,45．0 %,187．5 A,179．7 A,78．0 %,53．0 %,0．5 kWh,0．1 kWh,64．0 %,62．0 kN,-72．0 kN,1653．0 V,369．2 A,1659．0 V,1406506．0 kWh,887866．0 kWh,38．0 km/h,160．0 mm,67．0,78．4 %,272．0 kPa,45．2 %,53．6 %,67．2 %,61．2 %,0．0 kPa,0．0 kPa,78．4 %,292．0 kPa,39．2 %,10．0 %,10．0 %,60．8 %,9．0 kPa,21．0 kPa
298,22:27:18,2320,34．0 km/h,교대(124),1072．0 m,-66．0 %,51．4 %,-55．0 kN,0．0 kPa,45．0 %,148．4 A,148．4 A,66．0 %,45．0 %,0．5 kWh,0．2 kWh,55．0 %,50．0 kN,-55．0 kN,1645．0 V,273．5 A,1653．7 V,1406506．0 kWh,887866．0 kWh,34．0 km/h,160．0 mm,72．0,53．2 %,272．0 kPa,45．2 %,36．0 %,52．0 %,52．4 %,0．0 kPa,0．0 kPa,66．4 %,292．0 kPa,39．2 %,10．0 %,10．0 %,46．4 %,0．0 kPa,0．0 kPa
299,22:27:19,2320,32．0 km/h,교대(124),1081．0 m,-41．0 %,40．4 %,-44．0 kN,0．0 kPa,45．0 %,117．2 A,125．0 A,41．0 %,28．0 %,0．5 kWh,0．2 kWh,48．0 %,34．0 kN,-44．0 kN,1638．2 V,198．7 A,1646．5 V,1406506．0 kWh,887866．0 kWh,32．0 km/h,160．0 mm,76．0,42．4 %,272．0 kPa,45．2 %,28．8 %,42．8 %,44．0 %,0．0 kPa,0．0 kPa,42．4 %,292．0 kPa,39．2 %,10．0 %,10．0 %,44．0 %,0．0 kPa,0．0 kPa
300,22:27:20,2320,31．0 km/h,교대(124),1093．0 m,-38．0 %,36．9 %,-20．0 kN,0．0 kPa,45．0 %,70．3 A,70．3 A,38．0 %,25．0 %,0．5 kWh,0．2 kWh,34．0 %,19．0 kN,-20．0 kN,1631．7 V,95．7 A,1636．2 V,1406506．0 kWh,887866．0 kWh,31．0 km/h,160．0 mm,82．0,38．4 %,272．0 kPa,45．2 %,25．6 %,20．8 %,13．6 %,0．0 kPa,0．0 kPa,38．4 %,292．0 kPa,39．2 %,10．0 %,10．0 %,14．8 %,9．0 kPa,0．0 kPa
301,22:27:21,2320,29．0 km/h,교대(124),1102．0 m,-54．0 %,52．9 %,-44．0 kN,63．0 kPa,45．0 %,132．8 A,125．0 A,54．0 %,36．0 %,0．5 kWh,0．2 kWh,43．0 %,38．0 kN,-44．0 kN,1642．7 V,194．0 A,1649．2 V,1406506．0 kWh,887866．0 kWh,30．0 km/h,160．0 mm,87．0,54．4 %,272．0 kPa,45．2 %,36．8 %,42．4 %,37．2 %,0．0 kPa,0．0 kPa,58．4 %,292．0 kPa,39．2 %,10．0 %,10．0 %,39．2 %,84．0 kPa,63．0 kPa
302,22:27:22,2320,27．0 km/h,교대(124),1109．0 m,-65．0 %,64．3 %,-53．0 kN,39．0 kPa,45．0 %,164．1 A,148．4 A,66．0 %,45．0 %,0．5 kWh,0．2 kWh,44．0 %,49．0 kN,-53．0 kN,1645．0 V,213．5 A,1653．7 V,1406506．0 kWh,887867．0 kWh,28．0 km/h,160．0 mm,91．0,66．4 %,272．0 kPa,45．2 %,45．2 %,52．0 %,45．2 %,0．0 kPa,0．0 kPa,66．4 %,292．0 kPa,39．2 %,10．0 %,10．0 %,45．2 %,30．0 kPa,39．0 kPa
303,22:27:23,2320,24．0 km/h,교대(124),1120．0 m,-66．0 %,81．2 %,-56．0 kN,0．0 kPa,45．0 %,148．4 A,156．3 A,66．0 %,45．0 %,0．5 kWh,0．2 kWh,40．0 %,50．0 kN,-56．0 kN,1639．0 V,198．0 A,1650．0 V,1406506．0 kWh,887867．0 kWh,25．0 km/h,160．0 mm,96．0,70．8 %,272．0 kPa,45．2 %,48．0 %,52．8 %,44．0 %,0．0 kPa,0．0 kPa,83．6 %,292．0 kPa,39．2 %,10．0 %,10．0 %,38．0 %,9．0 kPa,0．0 kPa
304,22:27:24,2320,21．0 km/h,교대(124),1128．0 m,-68．0 %,66．7 %,-63．0 kN,30．0 kPa,45．0 %,171．9 A,171．9 A,68．0 %,46．0 %,0．5 kWh,0．2 kWh,36．0 %,55．0 kN,-63．0 kN,1636．2 V,191．5 A,1635．5 V,1406506．0 kWh,887867．0 kWh,22．0 km/h,160．0 mm,102．0,68．4 %,272．0 kPa,45．2 %,46．4 %,62．4 %,59．6 %,0．0 kPa,0．0 kPa,68．4 %,292．0 kPa,39．2 %,10．0 %,10．0 %,64．8 %,33．0 kPa,30．0 kPa
305,22:27:25,2320,19．0 km/h,교대(124),1134．0 m,-58．0 %,56．9 %,-48．0 kN,0．0 kPa,45．0 %,140．6 A,140．6 A,58．0 %,39．0 %,0．5 kWh,0．2 kWh,29．0 %,42．0 kN,-48．0 kN,1623．7 V,136．0 A,1627．5 V,1406506．0 kWh,887867．0 kWh,20．0 km/h,160．0 mm,106．0,58．4 %,272．0 kPa,45．2 %,39．6 %,46．8 %,41．2 %,0．0 kPa,0．0 kPa,58．4 %,292．0 kPa,39．2 %,10．0 %,10．0 %,46．8 %,3．0 kPa,0．0 kPa
306,22:27:26,2320,17．0 km/h,교대(124),1142．0 m,-53．0 %,51．4 %,-40．0 kN,0．0 kPa,45．0 %,125．0 A,125．0 A,53．0 %,36．0 %,0．5 kWh,0．2 kWh,24．0 %,37．0 kN,-40．0 kN,1617．7 V,108．0 A,1624．5 V,1406506．0 kWh,887867．0 kWh,17．0 km/h,160．0 mm,112．0,53．2 %,272．0 kPa,45．2 %,36．0 %,42．0 %,36．8 %,0．0 kPa,0．0 kPa,53．6 %,292．0 kPa,39．2 %,10．0 %,10．0 %,38．8 %,0．0 kPa,0．0 kPa
307,22:27:27,2320,15．0 km/h,교대(124),1148．0 m,-58．0 %,56．1 %,-40．0 kN,0．0 kPa,45．0 %,125．0 A,125．0 A,58．0 %,39．0 %,0．5 kWh,0．2 kWh,21．0 %,39．0 kN,-40．0 kN,1642．0 V,94．7 A,1645．7 V,1406506．0 kWh,887867．0 kWh,15．0 km/h,160．0 mm,117．0,58．4 %,272．0 kPa,45．2 %,39．6 %,41．2 %,32．8 %,0．0 kPa,0．0 kPa,58．4 %,292．0 kPa,39．2 %,10．0 %,10．0 %,33．2 %,0．0 kPa,0．0 kPa
308,22:27:28,2320,13．0 km/h,교대(124),1152．0 m,-61．0 %,59．2 %,-48．0 kN,0．0 kPa,45．0 %,148．4 A,140．6 A,61．0 %,41．0 %,0．5 kWh,0．2 kWh,19．0 %,45．0 kN,-48．0 kN,1644．2 V,98．2 A,1653．0 V,1406506．0 kWh,887867．0 kWh,14．0 km/h,160．0 mm,120．0,61．2 %,272．0 kPa,45．2 %,41．6 %,48．0 %,27．6 %,48．0 kPa,15．0 kPa,61．6 %,292．0 kPa,39．2 %,10．0 %,10．0 %,25．2 %,9．0 kPa,0．0 kPa
309,22:27:29,2320,10．0 km/h,교대(124),1158．0 m,-59．0 %,62．0 %,-48．0 kN,57．0 kPa,45．0 %,140．6 A,140．6 A,59．0 %,40．0 %,0．5 kWh,0．2 kWh,15．0 %,42．0 kN,-48．0 kN,1639．7 V,74．7 A,1644．2 V,1406506．0 kWh,887867．0 kWh,11．0 km/h,160．0 mm,127．0,59．2 %,272．0 kPa,45．2 %,40．4 %,48．4 %,10．0 %,45．0 kPa,21．0 kPa,59．6 %,292．0 kPa,39．2 %,10．0 %,10．0 %,32．4 %,75．0 kPa,57．0 kPa
310,22:27:30,2320,8．0 km/h,교대(124),1162．0 m,-50．0 %,48．2 %,-40．0 kN,126．0 kPa,45．0 %,117．2 A,117．2 A,45．0 %,30．0 %,0．5 kWh,0．2 kWh,9．0 %,33．0 kN,-40．0 kN,1636．2 V,44．5 A,1638．2 V,1406506．0 kWh,887867．0 kWh,8．0 km/h,160．0 mm,132．0,45．2 %,272．0 kPa,45．2 %,30．8 %,41．2 %,10．0 %,114．0 kPa,60．0 kPa,50．4 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,129．0 kPa,126．0 kPa
311,22:27:31,2320,6．0 km/h,교대(124),1165．0 m,-54．0 %,49．0 %,-40．0 kN,138．0 kPa,45．0 %,117．2 A,117．2 A,49．0 %,33．0 %,0．5 kWh,0．2 kWh,6．0 %,33．0 kN,-40．0 kN,1641．2 V,31．0 A,1645．7 V,1406506．0 kWh,887867．0 kWh,6．0 km/h,160．0 mm,136．0,49．2 %,272．0 kPa,45．2 %,33．6 %,34．4 %,10．0 %,126．0 kPa,90．0 kPa,51．6 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,150．0 kPa,138．0 kPa
312,22:27:32,2320,2．0 km/h,교대(124),1169．0 m,-14．0 %,10．6 %,-20．0 kN,96．0 kPa,45．0 %,62．5 A,70．3 A,14．0 %,9．0 %,0．5 kWh,0．2 kWh,1．0 %,15．0 kN,-20．0 kN,1645．0 V,8．5 A,1651．5 V,1406506．0 kWh,887867．0 kWh,3．0 km/h,160．0 mm,142．0,16．8 %,272．0 kPa,45．2 %,10．8 %,21．2 %,12．4 %,69．0 kPa,84．0 kPa,17．2 %,292．0 kPa,39．2 %,10．0 %,10．0 %,12．0 %,72．0 kPa,96．0 kPa
313,22:27:33,2320,1．0 km/h,교대(124),1171．0 m,-16．0 %,10．6 %,-4．0 kN,75．0 kPa,45．0 %,0．0 A,0．0 A,16．0 %,10．0 %,0．5 kWh,0．2 kWh,1．0 %,1．0 kN,-4．0 kN,1637．0 V,3．5 A,1639．0 V,1406506．0 kWh,887867．0 kWh,1．0 km/h,160．0 mm,147．0,16．8 %,272．0 kPa,45．2 %,11．2 %,10．0 %,10．0 %,63．0 kPa,60．0 kPa,17．2 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,81．0 kPa,75．0 kPa
314,22:27:34,2320,0．0 km/h,교대(124),1171．0 m,-16．0 %,40．4 %,-4．0 kN,69．0 kPa,45．0 %,0．0 A,0．0 A,16．0 %,10．0 %,0．5 kWh,0．2 kWh,0．0 %,0．0 kN,-4．0 kN,1627．5 V,4．5 A,1631．0 V,1406506．0 kWh,887867．0 kWh,0．0 km/h,160．0 mm,151．0,16．8 %,272．0 kPa,45．2 %,11．2 %,10．0 %,10．0 %,45．0 kPa,51．0 kPa,17．2 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,63．0 kPa,69．0 kPa
315,22:27:35,2320,0．0 km/h,교대(124),1171．0 m,-41．0 %,40．4 %,-4．0 kN,102．0 kPa,45．0 %,0．0 A,0．0 A,41．0 %,28．0 %,0．5 kWh,0．2 kWh,0．0 %,0．0 kN,-4．0 kN,1609．7 V,5．0 A,1612．7 V,1406506．0 kWh,887867．0 kWh,0．0 km/h,160．0 mm,157．0,42．4 %,272．0 kPa,45．2 %,28．8 %,10．0 %,10．0 %,117．0 kPa,99．0 kPa,42．4 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,123．0 kPa,102．0 kPa
316,22:27:36,2320,0．0 km/h,교대(124),0．0 m,-16．0 %,89．8 %,-4．0 kN,138．0 kPa,45．0 %,0．0 A,0．0 A,16．0 %,53．0 %,0．5 kWh,0．2 kWh,0．0 %,0．0 kN,-4．0 kN,1608．2 V,5．5 A,1611．2 V,1406506．0 kWh,887867．0 kWh,0．0 km/h,160．0 mm,161．0,16．8 %,274．0 kPa,45．6 %,55．6 %,10．0 %,10．0 %,177．0 kPa,144．0 kPa,17．2 %,294．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,186．0 kPa,138．0 kPa
317,22:27:37,2320,0．0 km/h,교대(124),0．0 m,-16．0 %,89．8 %,-4．0 kN,228．0 kPa,45．0 %,0．0 A,0．0 A,16．0 %,61．0 %,0．5 kWh,0．2 kWh,0．0 %,0．0 kN,-4．0 kN,1607．0 V,5．5 A,1609．7 V,1406506．0 kWh,887867．0 kWh,0．0 km/h,160．0 mm,166．0,16．8 %,272．0 kPa,45．2 %,61．6 %,10．0 %,10．0 %,234．0 kPa,216．0 kPa,17．2 %,294．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,249．0 kPa,228．0 kPa
318,22:27:38,2320,0．0 km/h,교대(124),0．0 m,-16．0 %,89．8 %,-4．0 kN,234．0 kPa,45．0 %,0．0 A,0．0 A,16．0 %,61．0 %,0．5 kWh,0．2 kWh,0．0 %,0．0 kN,-4．0 kN,1607．5 V,5．0 A,1609．7 V,1406506．0 kWh,887867．0 kWh,0．0 km/h,160．0 mm,172．0,16．8 %,272．0 kPa,45．2 %,61．6 %,10．0 %,10．0 %,234．0 kPa,225．0 kPa,17．2 %,294．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,246．0 kPa,234．0 kPa
319,22:27:39,2320,0．0 km/h,교대(124),0．0 m,-16．0 %,89．8 %,-4．0 kN,234．0 kPa,45．0 %,0．0 A,0．0 A,16．0 %,61．0 %,0．5 kWh,0．2 kWh,0．0 %,0．0 kN,-4．0 kN,1607．5 V,4．0 A,1611．2 V,1406506．0 kWh,887867．0 kWh,0．0 km/h,160．0 mm,177．0,16．8 %,272．0 kPa,45．2 %,61．2 %,10．0 %,10．0 %,234．0 kPa,225．0 kPa,17．2 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,246．0 kPa,234．0 kPa
320,22:27:40,2320,0．0 km/h,교대(124),0．0 m,-16．0 %,89．8 %,-4．0 kN,234．0 kPa,45．0 %,0．0 A,0．0 A,16．0 %,61．0 %,0．5 kWh,0．2 kWh,0．0 %,0．0 kN,-4．0 kN,1608．2 V,5．5 A,1611．2 V,1406506．0 kWh,887867．0 kWh,0．0 km/h,160．0 mm,181．0,16．8 %,270．0 kPa,44．8 %,61．2 %,10．0 %,10．0 %,234．0 kPa,225．0 kPa,17．2 %,290．0 kPa,38．8 %,10．0 %,10．0 %,10．0 %,246．0 kPa,234．0 kPa
321,22:27:41,2320,0．0 km/h,교대(124),0．0 m,-16．0 %,89．8 %,-4．0 kN,234．0 kPa,45．0 %,0．0 A,0．0 A,16．0 %,61．0 %,0．5 kWh,0．2 kWh,0．0 %,0．0 kN,-4．0 kN,1608．2 V,4．5 A,1609．7 V,1406506．0 kWh,887867．0 kWh,0．0 km/h,160．0 mm,187．0,16．8 %,270．0 kPa,44．8 %,61．2 %,10．0 %,10．0 %,231．0 kPa,225．0 kPa,17．2 %,288．0 kPa,38．8 %,10．0 %,10．0 %,10．0 %,246．0 kPa,234．0 kPa
322,22:27:42,2320,0．0 km/h,교대(124),0．0 m,-16．0 %,89．8 %,-4．0 kN,234．0 kPa,44．0 %,0．0 A,0．0 A,16．0 %,61．0 %,0．5 kWh,0．2 kWh,0．0 %,0．0 kN,-4．0 kN,1606．2 V,5．5 A,1608．2 V,1406506．0 kWh,887867．0 kWh,0．0 km/h,160．0 mm,192．0,16．8 %,270．0 kPa,44．8 %,60．8 %,10．0 %,10．0 %,231．0 kPa,225．0 kPa,17．2 %,288．0 kPa,38．8 %,10．0 %,10．0 %,10．0 %,246．0 kPa,234．0 kPa
323,22:27:43,2320,0．0 km/h,교대(124),0．0 m,-16．0 %,89．8 %,-4．0 kN,234．0 kPa,44．0 %,0．0 A,0．0 A,16．0 %,61．0 %,0．5 kWh,0．2 kWh,0．0 %,0．0 kN,-4．0 kN,1604．0 V,5．0 A,1605．5 V,1406506．0 kWh,887867．0 kWh,0．0 km/h,160．0 mm,196．0,16．8 %,270．0 kPa,44．8 %,60．8 %,10．0 %,10．0 %,231．0 kPa,225．0 kPa,17．2 %,288．0 kPa,38．8 %,10．0 %,10．0 %,10．0 %,246．0 kPa,234．0 kPa
324,22:27:44,2320,0．0 km/h,교대(124),0．0 m,-16．0 %,89．8 %,-4．0 kN,234．0 kPa,44．0 %,0．0 A,0．0 A,16．0 %,61．0 %,0．5 kWh,0．2 kWh,0．0 %,0．0 kN,-4．0 kN,1605．5 V,4．5 A,1608．2 V,1406506．0 kWh,887867．0 kWh,0．0 km/h,160．0 mm,202．0,16．8 %,270．0 kPa,44．8 %,60．8 %,10．0 %,10．0 %,231．0 kPa,225．0 kPa,17．2 %,286．0 kPa,38．4 %,10．0 %,10．0 %,10．0 %,246．0 kPa,234．0 kPa
325,22:27:45,2320,0．0 km/h,교대(124),0．0 m,-16．0 %,89．8 %,-4．0 kN,234．0 kPa,44．0 %,0．0 A,0．0 A,16．0 %,61．0 %,0．5 kWh,0．2 kWh,0．0 %,0．0 kN,-4．0 kN,1603．2 V,5．0 A,1609．0 V,1406506．0 kWh,887867．0 kWh,0．0 km/h,160．0 mm,206．0,16．8 %,270．0 kPa,44．8 %,60．8 %,10．0 %,10．0 %,231．0 kPa,225．0 kPa,17．2 %,286．0 kPa,38．4 %,10．0 %,10．0 %,10．0 %,246．0 kPa,234．0 kPa
326,22:27:46,2320,0．0 km/h,교대(124),0．0 m,-16．0 %,89．8 %,-4．0 kN,234．0 kPa,44．0 %,0．0 A,0．0 A,16．0 %,61．0 %,0．5 kWh,0．2 kWh,0．0 %,0．0 kN,-4．0 kN,1603．2 V,5．5 A,1609．7 V,1406506．0 kWh,887867．0 kWh,0．0 km/h,160．0 mm,211．0,16．8 %,270．0 kPa,44．8 %,60．8 %,10．0 %,10．0 %,231．0 kPa,225．0 kPa,17．2 %,286．0 kPa,38．4 %,10．0 %,10．0 %,10．0 %,246．0 kPa,234．0 kPa
327,22:27:47,2320,0．0 km/h,교대(124),0．0 m,-16．0 %,89．8 %,-4．0 kN,234．0 kPa,44．0 %,0．0 A,0．0 A,16．0 %,61．0 %,0．5 kWh,0．2 kWh,0．0 %,0．0 kN,-4．0 kN,1601．7 V,5．0 A,1609．7 V,1406506．0 kWh,887867．0 kWh,0．0 km/h,160．0 mm,216．0,16．8 %,270．0 kPa,44．8 %,60．8 %,10．0 %,10．0 %,231．0 kPa,225．0 kPa,17．2 %,286．0 kPa,38．4 %,10．0 %,10．0 %,10．0 %,246．0 kPa,234．0 kPa
328,22:27:48,2320,0．0 km/h,교대(124),0．0 m,-16．0 %,89．8 %,-4．0 kN,234．0 kPa,44．0 %,0．0 A,0．0 A,16．0 %,61．0 %,0．5 kWh,0．2 kWh,0．0 %,0．0 kN,-4．0 kN,1598．7 V,5．5 A,1607．5 V,1406506．0 kWh,887867．0 kWh,0．0 km/h,160．0 mm,222．0,16．8 %,270．0 kPa,44．8 %,60．8 %,10．0 %,10．0 %,231．0 kPa,225．0 kPa,17．2 %,286．0 kPa,38．4 %,10．0 %,10．0 %,10．0 %,246．0 kPa,234．0 kPa
329,22:27:49,2320,0．0 km/h,교대(124),0．0 m,-16．0 %,89．8 %,-4．0 kN,234．0 kPa,44．0 %,0．0 A,0．0 A,16．0 %,61．0 %,0．5 kWh,0．2 kWh,0．0 %,0．0 kN,-4．0 kN,1606．2 V,4．5 A,1607．5 V,1406506．0 kWh,887867．0 kWh,0．0 km/h,160．0 mm,226．0,16．8 %,270．0 kPa,44．8 %,60．8 %,10．0 %,10．0 %,231．0 kPa,225．0 kPa,17．2 %,286．0 kPa,38．4 %,10．0 %,10．0 %,10．0 %,246．0 kPa,234．0 kPa
330,22:27:50,2320,0．0 km/h,교대(124),0．0 m,-16．0 %,89．8 %,-4．0 kN,234．0 kPa,44．0 %,0．0 A,0．0 A,16．0 %,61．0 %,0．5 kWh,0．2 kWh,0．0 %,0．0 kN,-4．0 kN,1615．0 V,4．5 A,1608．2 V,1406506．0 kWh,887867．0 kWh,0．0 km/h,160．0 mm,232．0,16．8 %,270．0 kPa,44．8 %,60．8 %,10．0 %,10．0 %,231．0 kPa,225．0 kPa,17．2 %,286．0 kPa,38．4 %,10．0 %,10．0 %,10．0 %,246．0 kPa,234．0 kPa
331,22:27:51,2320,0．0 km/h,교대(124),0．0 m,-16．0 %,89．8 %,-4．0 kN,234．0 kPa,44．0 %,0．0 A,0．0 A,16．0 %,61．0 %,0．5 kWh,0．2 kWh,0．0 %,0．0 kN,-4．0 kN,1613．5 V,4．5 A,1607．0 V,1406506．0 kWh,887867．0 kWh,0．0 km/h,160．0 mm,237．0,16．8 %,270．0 kPa,44．8 %,60．8 %,10．0 %,10．0 %,231．0 kPa,225．0 kPa,17．2 %,286．0 kPa,38．4 %,10．0 %,10．0 %,10．0 %,246．0 kPa,234．0 kPa
332,22:27:52,2320,0．0 km/h,교대(124),0．0 m,-16．0 %,89．8 %,-4．0 kN,234．0 kPa,44．0 %,0．0 A,0．0 A,16．0 %,61．0 %,0．5 kWh,0．2 kWh,0．0 %,0．0 kN,-4．0 kN,1607．0 V,5．0 A,1609．0 V,1406506．0 kWh,887867．0 kWh,0．0 km/h,160．0 mm,241．0,16．8 %,270．0 kPa,44．8 %,60．8 %,10．0 %,10．0 %,231．0 kPa,225．0 kPa,17．2 %,286．0 kPa,38．4 %,10．0 %,10．0 %,10．0 %,246．0 kPa,234．0 kPa
333,22:27:53,2320,0．0 km/h,교대(124),0．0 m,-16．0 %,89．8 %,-4．0 kN,234．0 kPa,44．0 %,0．0 A,0．0 A,16．0 %,61．0 %,0．5 kWh,0．2 kWh,0．0 %,0．0 kN,-4．0 kN,1602．5 V,4．5 A,1609．7 V,1406506．0 kWh,887867．0 kWh,0．0 km/h,160．0 mm,247．0,16．8 %,270．0 kPa,44．8 %,60．8 %,10．0 %,10．0 %,231．0 kPa,225．0 kPa,17．2 %,286．0 kPa,38．4 %,10．0 %,10．0 %,10．0 %,246．0 kPa,234．0 kPa
334,22:27:54,2320,0．0 km/h,교대(124),0．0 m,-16．0 %,89．8 %,-4．0 kN,234．0 kPa,44．0 %,0．0 A,0．0 A,16．0 %,61．0 %,0．5 kWh,0．2 kWh,0．0 %,0．0 kN,-4．0 kN,1604．0 V,5．0 A,1606．2 V,1406506．0 kWh,887867．0 kWh,0．0 km/h,160．0 mm,252．0,16．8 %,270．0 kPa,44．8 %,60．8 %,10．0 %,10．0 %,231．0 kPa,225．0 kPa,17．2 %,286．0 kPa,38．4 %,10．0 %,10．0 %,10．0 %,246．0 kPa,234．0 kPa
335,22:27:55,2320,0．0 km/h,교대(124),0．0 m,-41．0 %,40．4 %,-4．0 kN,165．0 kPa,44．0 %,0．0 A,0．0 A,41．0 %,28．0 %,0．5 kWh,0．2 kWh,0．0 %,0．0 kN,-4．0 kN,1608．2 V,5．0 A,1609．0 V,1406506．0 kWh,887867．0 kWh,0．0 km/h,160．0 mm,0．0,42．4 %,268．0 kPa,44．4 %,28．4 %,10．0 %,10．0 %,135．0 kPa,180．0 kPa,42．4 %,286．0 kPa,38．4 %,10．0 %,10．0 %,10．0 %,141．0 kPa,165．0 kPa
